"<i>This review is a copy of the transcript of my video review on <u><b><a href=""https://youtu.be/B6nnEOlZJSU"" rel=""nofollow noopener"">Howling Dark.</a></b></u></i><br /><br /><b>Philosophical, bizarre, sprawling, and epic. <i>Howling Dark</i> outshined the already stunning <i>Empire of Silence</i>.</b><br /><br /><b>
  <blockquote>“The poets say that one’s fears grow less with trial, that we become men without fear if tried enough. I have not found it to be so. Rather, on each occasion we are tested, we become stronger than our fears. It is all we can do. Must do. Lest we perish for our failings.”</blockquote>
</b><br /><br />Loss.<br />I’m at a loss witnessing how proficient Christopher Ruocchio is in the art of storytelling. When I posted my review of <i>Empire of Silence</i> three weeks ago, many viewers of mine mentioned they’re confident I would love <i>Howling Dark</i> and the third book in the series, <i>Demon in White</i>, even more. Both <i>Howling Dark</i> and <i>Demon in White</i> are often deemed as the best volumes of the series. I was both excited and slightly unsure whether that would come to fruition. I loved <i>Empire of Silence</i> very much, and it instantly became an immediacy for me to read <i>Howling Dark</i> to find out whether it would surpass it. Also, before you ask me, I have read the short novel in-between first, <i>The Lesser Devil</i>, which, by the way, is an action-packed short novel that made me even more impatient to read <i>Howling Dark</i> because I miss reading Hadrian’s slow-burn narration. And a week after I finished reading <i>The Lesser Devil</i>, I read <i>Howling Dark</i>. Here we are. So... was it indeed a superior book compared to <i>Empire of Silence</i>? Unbelievably, I will have to concur. All of you were right about this. Again. And before this year is over, one of my goals is to read <i>Demon in White</i>. But before that, here is my review of <i>Howling Dark</i>.<br /><br /><b>
  <blockquote>“No, no. I only mean that you can be too free. That’s chaos. You have to have a goal to aim at and to orient yourself to. Imore says the properly lived life is one which draws the best path between that goal—who you could become—and who you are today, but that this is accomplished by sacrificing certain freedoms. By making choices.”</blockquote>
</b><br /><br /><i>Howling Dark</i> is the second novel in <i>The Sun Eater</i> series by Christopher Ruocchio, and it continues the chronicle of Hadrian Marlowe. But do not expect the story to begin directly after the ending of <i>Empire of Silence</i>. Hadrian is lost. For half a century, Hadrian has searched the farther suns for the lost planet of Vorgossos, hoping to find a way to contact the elusive alien Cielcin. He has not succeeded, and for years has wandered among the barbarian Normans as captain of a band of mercenaries: The Red Company. Determined to make peace and bring an end to nearly four hundred years of war, Hadrian must venture beyond the security of the Sollan Empire and among the Extrasolarians who dwell between the stars. If he succeeds, he will usher in a peace unlike any in recorded history. If he fails...the galaxy will burn. <br /><br /><b>
  <blockquote>“True lessons require not only knowing, but that the student practices his knowledge again and again. Thus knowledge becomes us, and we become more than the animal and the machine. That is why the best teachers are students always, and the best students are never fully educated. I had forgotten Gibson’s lesson for a moment, but stood a little straighter, shouldering as a pack my grief, my regret and self-loathing.”</blockquote>
</b><br /><br />Yes, the story in <i>Howling Dark</i> begins decades after the conclusion of <i>Empire of Silence</i>. With time jumps as relatively big as this, it can understandably take a while to get used to the reintroduction of Hadrian and his friends (both new and old) in a brand-new setting and storyline. Initially, there were a few moments in the first 100 pages where it felt like I missed reading a book, especially regarding Hadrian's relationship with a new character named Jinan. But rest assured, if you feel the same way I did, this is intentional. Maybe Ruocchio plans to fill the interval someday with a novella or two, but you have not missed reading a book. Ruocchio gradually fills in the details efficiently so readers can understand the key events within the time gap. And it did not take long for me to feel immersed in Ruocchio's exquisite writing again. Even though it has only been three weeks since I reviewed <i>Empire of Silence</i>, it felt good to be back with Hadrian, Valka, Bassander Lin, Switch, Pallino, and the world again.<br /><br /><b>
  <blockquote>“Were I still the boy I’d been, I would have said she owed me for my mercy. But mercy that expects repayment is no mercy at all, nor is a friendship truly a friendship that stands on debt and gratitude.”</blockquote>
</b><br /><br />Picture: Hadrian &amp; Valka<br />Ruocchio has built upon every groundwork established in <i>Empire of Silence</i>. We’re only two out of seven books into the series, but I can confidently say <i>The Sun Eater</i> series is already packed with characters that get under your skin. None of the characters ever felt like they behaved out of their personality, and the beautiful, wholesome, heartbreaking, and pulse-pounding scenes between Hadrian and the integral characters were palpable. In the first book, we see Hadrian’s moment of encounter with a few pivotal side characters like Valka, Switch, and Bassander Lin. The relationship between Hadrian and Valka was one of my favorite things about <i>Empire of Silence</i>, and I am pleased to say this trend perseveres in this book. I just loved reading about the slow-building chemistry they have with one another. But if I were asked which relationship development tugged at my heartstrings most in <i>Howling Dark</i>, my pick goes to Hadrian’s friendship with Switch. Their interaction and development made me emotional, simple as that. If you have read <i>Howling Dark</i>, you have the luxury of foresight to know what I'm talking about.<br /><br /><b>
  <blockquote>“Sad is like a big ocean, and you can’t breathe deep down. You can float on it, you can swim a little, but be careful. Grief is drowning. Grief is deep water.”</blockquote>
</b><br /><br />And then, there’s the rivalry with the Phoenix, Bassander Lin. A man who obeys every order and law, even against his own emotion. Bassander Lin was a character that did not have many spotlights in <i>Empire of Silence</i>, but the teasers Ruocchio included there ensured I should pay attention to this character, and in <i>Howling Dark</i>, it has paid off. And I have no doubt this notion will run through the rest of the series. Hadrian’s clash of morality and ideals with Bassander Lin is one of the finest aspects of the novel, and I loved everything about it. Additionally, there’s also the dispute against the Cielcin and the introduction of a new character I will not name—he’s the character on the front cover of <i>Howling Dark</i> illustrated by Kieran Yanner—that heightened the complexity and conflict of the series.<br /><br /><b>
  <blockquote>“A man is the sum of his memories—and more—he is the sum of all those others he has met, and what he learned from them. And that is an encouraging thought, for that knowledge and those memories survive and are part of us through every storm, and every little death.”</blockquote>
</b><br /><br />In a way, it can be argued that Ruocchio employed a similar storytelling and progression structure from <i>Empire of Silence</i> in <i>Howling Dark</i>. The first quarter of <i>Empire of Silence</i> was about introducing Hadrian and his family, and Hadrian eventually arrived at Borosevo. Most of the plotline in <i>Empire of Silence</i> took place in Borosevo. At the end of <i>Empire of Silence</i>, a negotiation or interrogation scene relying on the power of language and translation transpired. These are, more or less, the same in <i>Howling Dark</i>. <b>However, you would be sorely mistaken to think the similar story structure or progression entails duplicate content of its predecessor. <i>Howling Dark</i> is a different form of threatening beast</b>. <br /><br /><b>
  <blockquote>“Deep truths there may be, but none is deeper than this: Those lost to us do not return, nor the years turn back. Rather it is that we carry a piece of those lost to us within ourselves, or on our backs. Thus ghosts are real, and we never escape them.”</blockquote>
</b><br /><br />It is so bizarre at times, terrifying, ruthless, and undeniably more epic. Ruocchio vividly painted the oppressive darkness of space and space travel with his writing. Space travel and space opera are often depicted as glorious, but immersed in these great stories, I cannot shake the chilling fear of being lost in the infinite obsidian outside our dominion when I imagine space travel. This is one of many examples in <i>Howling Dark</i> regarding how Ruocchio wrote space opera series incredibly well in <i>Howling Dark</i>. Even the passage of time caused by the usage of fugue is not a trivial matter. And we haven't even accounted for the incomprehensible extraterrestrial creatures, like the Cielcin in this series, and the harrowing evil of both man and Cielcin into the equation.<br /><br /><b>
  <blockquote>“Evil is older than we, other than we—or is greater than, extending back and forward across all of conscious Time. Reader, there are other devils than Man. And by our evolved reason we may be sure of understanding human devils only.”</blockquote>
</b><br /><br />Following up on the lore and world-building teased in <i>Empire of Silence</i>, I absolutely enjoyed the expansion of the grandiose scope in <i>Howling Dark</i>. If you have read <i>Empire of Silence</i>, this should not come as a surprise. This is expected, and Ruocchio delivered. The world-building in <i>Howling Dark</i> is extraordinary and intricately designed. Without going into spoiler-territory, we learn more about the Golden Age of Earth, the Mericanii, daimons, androids, robots, and cyborgs of the series. These and the inclusion of the horror elements exponentially escalate the large-scale setting of <i>The Sun Eater</i> series while also making sure <i>Howling Dark</i> is a different book to <i>Empire of Silence</i>. As I said, <i>Howling Dark</i> contains many bizarre scenes. If you think you would succeed at predicting everything going on in <i>Howling Dark</i>, then I applaud your confidence.<br /><br /><b>
  <blockquote>“We believe our fear destroyed by new bravery. It is not. Fear is never destroyed. It is only made smaller by the courage we find after. It is always there.”</blockquote>
</b><br /><br />Journey before destination. The devil is in the details. We might have known that Hadrian would become The Sun Eater at the end of the series, but the flow and all the intricacies of Hadrian achieving his many titles remain unpredictable to me. And <i>Howling Dark</i> is another proof of why I am resilient in voicing my opinion that prophecies or visions are not detrimental to the storytelling quality in science fiction and fantasy. Same with every trope, it all depends on execution. How the author operates the tropes in their story matters the most. And in my opinion, the usage of visions in <i>Howling Dark</i> was total brilliance. The plot is unpredictable. The tone of the series is darker. The ugliness of the world does not fade. The mystery of The Quiet thickens with certainty. Hadrian will have to rely on his companions, hand-in-hand, to fight against the overpowering darkness and death. And I am excited to read further into the series.<br /><br /><b>
  <blockquote>“It is said that Death herself was present at the first summoning of that nuclear fire, and that she had smiled in her lipless way and pronounced that she was mighty then, mighty enough to destroy worlds and not only nations. The magi who had summoned her quailed, and wrung their hands, and wept for the evil they had done, but did it all the same—for ever are magi so consumed by the question of whether a thing can be done that they ignore the matter of whether or not it should until it is too late, being the sort who sells his soul for knowledge, forgetting it is the soul which craves that knowledge in the first place and makes life worth living.”</blockquote>
</b><br /><br />From cover to cover, <i>Howling Dark</i> hooked and impressed me. Each page, each paragraph, and each chapter only gets better and better. And let me tell you this: the page-turning slow-burn narrative in <i>Howling Dark</i> has an unquestionably explosive payoff. This is a magnificent example of a large-scale space opera series done right. If you read <i>Empire of Silence</i> and expect battle-filled concluding chapters, you will get what you seek in <i>Howling Dark</i>. The last 100 pages of this novel were utterly breathtaking and intense. I did not expect the series to reach this level of intensified carnage and high-stakes dialogues, not this soon, and I am grateful for it.<br /><br /><b>
  <blockquote>“The greater part of war, I think, is such forgotten acts of heroism. You sing your songs of Hadrian Halfmortal, of the Phoenix of Perfugium, of other heroes, but I tell you we are nothing, nothing next to those ordinary men who lay down their lives—who are not ordinary at all.”</blockquote>
</b><br /><br />I read the 100 pages long climax sequences of <i>Howling Dark</i> in one sitting. It was impossible to put down. The instrumental negotiations and unrelenting chaos imbued with twists and turns were superbly engaging. The glowing shard of ice of the highmatter swords acted as a command of control in the stained red and black encapsulated domain. Will the swordsman or the poet triumph as the orators in the inevitable traversal of madness brimming with harsh decisions, treasons, horror, cruelty, and violence? Read and find out for yourself. But as all hell breaks loose in the Demonic’s dreadnought, we readers will witness the details of the birth of one of Hadrian’s many titles. And as if seeing clearly through the eyes of the characters in <i>The Sun Eater</i>, I do not think I will ever forget this iconic scene penned in <i>Howling Dark</i>.<br /><br /><b>
  <blockquote>“The answer was within. Within the structure of literature, of art and meaning that we humans had raised about ourselves like an ark, a curtain wall to block out the waters of chaos and the world. That is why we pray, why we build great temples and write great books: to ask great questions and to live—not by the answers, for such questions are unanswerable—but by the noble process of seeking those answers, that we might stand tall and struggle on.”</blockquote>
</b><br /><br />Love.<br />“To love is in part the attempt to become a creature worthy of love.” Amidst the darkness, war, brutality, and violence, I believe <i>Howling Dark</i> is, at its core, a story about love, loyalty, friendship, duty, choices, hope, and seeking peace. Light cannot exist without darkness, and vice versa, after all. To wrap this review up, <i>Howling Dark</i> is simply one of the best sci-fi novels written and published. I loved everything about it immensely. I already adored <i>Empire of Silence</i>, and somehow, Ruocchio managed to turn <i>Howling Dark</i> into a greater volume. My addiction to <i>The Sun Eater</i> has grown stronger. And although I am only two books into the series, <i>The Sun Eater</i> has become one of my favorite ongoing series. And the ending of <i>Howling Dark</i> was tremendously satisfying. Hadrian's journey toward Gododin, toward light and fire, is one step closer. My list of books to read is not getting shorter, but I don't feel burdened in making the chronicle of Hadrian Marlowe one of my paramount series to read. Ruocchio is two-for-two now. I will read <i>Demon in White</i> soon and find out whether Ruocchio will achieve a hattrick of favorite books on my list with the first three novels of <i>The Sun Eater</i> series.<br /><br /><b>
  <blockquote>“ We are not always the authors of our own stories. Some of us never are. I think that is what we struggle for: the command of our own lives. We struggle against our families, against the state, against nature, against our own weakness. All that we might choose for ourselves, if only for a moment.”</blockquote>
</b><br /><br /><b>You can order this book from: <u><a href=""https://amzn.to/3ScACZu"" rel=""nofollow noopener"">Amazon</a></u> | <u><a href=""https://www.blackwells.co.uk/?a_aid=petrikleobooks"" rel=""nofollow noopener"">Blackwells (Free International shipping)</a></u></b><br /><br /><b>You can find <u><a href=""https://t.co/FyE6PL15Ze"" rel=""nofollow noopener"">this</a></u> and the rest of my reviews at <u><a href=""http://novelnotions.net"" rel=""nofollow noopener"">Novel Notions</a></u> | I also have a <u><a href=""https://www.youtube.com/petrikleo"" rel=""nofollow noopener"">Booktube channel</a></u></b><br /><br /><i>Special thanks to my Patrons on <b><u><a href=""https://www.patreon.com/petrikleo"" rel=""nofollow noopener"">Patreon</a></u></b> for giving me extra support towards my passion for reading and reviewing!<br /><br />My Patrons: Alfred, Aliysa, Andrew, Andrew W, Annabeth, Arliss, Barbara, Biskit, Brad, Cade, Chris, Cullen, Dan, David, Dernerror, Donna, Donuts, Dylan, Edward, Elaine, Elias, Ellen, Frank, Garrick, Gary, Gregory, Hamad, Helen, Jenn, Jesse, Jimmy Nutts, Joie, Kristina, Lara, Lourdes, Luis, Melinda, Michael, Michael, Mike, Miracle, Mordie, Nicholas, Norbert, Radiah, RCT, Samuel, Sarah, Sarah, Scott, Shawn, Tori, Tracy, Trish, TS, Wendy, Wick, Xero, Yuri, Zoe.</i>",5
"<b>Somehow better than the first book, which makes this one the best sci-fi book I have ever read. <br /> Truly incredible in every imaginable way, and a must read for fantasy and sci-fi fans alike.</b><br /><br /><i>
  <a href=""https://www.youtube.com/watch?v=VT0Sv8fnY3Y"" rel=""nofollow noopener"">Watch my video review by clicking here.</a>
</i>",5
"What to even say about this book, holy shit. Hands down the best science fiction book that I've read this year and if I hadn't already read Royal Assassin it would also be the best fantasy book I've read this year. Empire of Silence was already an incredible start to this wonderful series and Howling Dark was better in every conceivable way. I have nothing but praise for this book and series so far and from what I hear, Demon in White is EVEN better. <br /><br />Everything from the characters, to the twists, the pacing, the prose, just...everything. This is the exact type of book for me and it was fucking great. Go read Sun Eater, immediately. ",5
"Howling Dark, the second book in Ruocchio's Sun Eater Science Fiction series, is a lengthy epic fantasy novel set in outer space that will take some time to read, but is well worth the epic effort. It postulates a future where mankind has spread among the stars, mainly locked into a feudal empire with titles and an imperial emperor whose line stretches back millenium to Earth. <br /><br />But the universe is big and there are others out there and mankind has now met a foe worthy of respect, a foe which swallows planets like nothing and has no understanding of the terms of peace, parley, or ambassadors - a race warlike and which towers over mere mortals. Hadrian and a band of mercenaries are seeking a way to find a secret planet - so secret no one knows where it is - and perhaps an emissary like no other who can deal with the alien race - the Cielcin . You know, someone who can make an introduction that could perhaps lead to a peace treaty. <br /><br />But, this secret planet is like no other and is like perhaps all of Dante's circles of hell and is ruled by an undying man who rumour has it has lived for 15,000 years and possesses terrible secrets. It is an amazing plot which only unfolds slowly. It is unnecessary to begin with book one in the series, although perhaps that would be helpful. <br /><br />This book has a universe like that in Dune, filled with all manner of aliens and a multitude of planets spread out so far from Earth that it is barely remembered in legend. There is swordplay aplenty and amazing battles. There is a chess game and a game within a game that will result in surprises for the reader. There is an endless battle between humanity and artificial intelligence and questions about what it means to be human after 15,000 years of life, what it means to be human when clones can be manufactured that seem so human. How much can you alter and replace and still be a person rather than a machine. There is also a mysticism that elevates the story. <br /><br />Prepare to be astonished by the way things develop. A lengthy read to be sure, but one that is epic in its reach.",5
"I am a believer. Ruocchio is the man. <br /><br />""True lessons require not only knowing, but that the student practices his knowledge again and again. Thus knowledge becomes us, and we become more than the animal and the machine. That is why the best teachers are students always, and the best students are never fully educated."" <br /><br />I'm going to tell you up front - this is my new favorite sci-fi novel! <br /><br />I really enjoyed Empire of Silence, the first book in the Sun Eater series. Ruocchio's prose was fantastic, the character of Hadrian was dynamic and complex, and the world was interesting. Not to mention the hook- Hadrian would one day blow up a sun and kill billions 👀😱 EoS followed Hadrian's early formative years, and because of that, and it being a debut, it had rocky pacing. It felt like a series of things happening instead of a cohesive narrative. <br /><br />But Howling Dark is a wild ride! For the first half, I admit, I didn't see what the hype was. The book was good! It was better than EoS. But it wasn't blowing me away. But around the halfway mark, the novel gets to a particular location and after it gets there, this book is just crazy detail after explosive reveal after insane event until the jaw-dropping, end of my seat conclusion of the book. I read about 40% of this book in an evening, just glued to my audiobook and my physical book whenever possible. There are so many plot details I can't mention, but one thing I really love about this series is how thought out the worldbuilding is, and how thought provoking the prose is. Ruocchio makes you consider humanity, religion, philosophy, culture, and war with nearly every chapter. What would you do, in Hadrian's shoes? It's hard to know.<br /><br />Hadrian is one of my favorite characters to read about. Ruocchio's prose and storytelling is second to none. This is the space opera, sci-fantasy epic that we needed. I have already finished the short story collection and will be moving onto Demon in White as soon as possible! <br /><br />Ruocchio writes like a machine, so if you are hesitant to jump into an unfinished series, it seems like it will be completed in the near future, so I would not hesitant! <br /><br />10/10",5
An incredible roller coaster ride of a book. More people need to read this series!,5
"2.5 stars<br /><br />The first 1/3 or so is a slog. There are so many references to events that apparently happened after the first book, <a href=""https://goodreads.com/book/show/36454667.Empire_of_Silence__Sun_Eater___1_"" title=""Empire of Silence (Sun Eater, #1) by Christopher Ruocchio"" rel=""noopener"">Empire of Silence</a>, and before the start of this one. Half the time I had no idea what was going on and felt like there must have been a book I missed (there wasn't).<br /><br />The second 1/3 was in a word, boring. There is just no other way to describe it. The characters are stuck in a place called Vorgossos for what feels like Forever (and yes, the word must be capitalized). Pages and chapters of existential angst, inner musing, and meaningless idle conversation.<br /><br />In the last 1/3 the characters finally leave Vorgossos! At this point in the book I definitely felt some fleeting excitement. This is where basically all the action in the book takes place, but honestly, it wasn't enough to rescue the book as a whole.<br /><br />Overall, not as good as the first book, and reading it felt the way the final few kilometres of a marathon must for the poor person struggling to finish and who wonders, ""Why did I ever start this, and when will it end?"" <br /><br />2.5 stars as is, but could possibly have been a full 3 stars had it been cut by 50%. In this case 832 pages is about 400 pages too many.<br /><br /><i>A man is the sum of his memories - and more - he is the sum of all those others he has met, and what he has learned from them. And that is an encouraging thought, for that knowledge and those memories survive and are part of us through every storm, and every little death.</i>",3
Brilliant. Even better than book one. This is a new favorite series for sure.,5
"Re-read Update: There isn't much more to add. This is an amazing book. It was even better on a re-read. There is so much well executed foreshadowing in addition to all of the incredible characters, settings, action, plot, and lore that I loved the first time. This is where the series really becomes something special. This is an all time favorite. <br /><br /><br /><br />When I read Sun Eater book 1, Empire of Silence, last Fall I did so because I heard about the book via Mike's Book Reviews channel on You Tube. Before that I don't think I had ever even heard of it. I might have saw them on the shelves at Barnes and Noble, but they never registered with me as something I noticed let alone something I'd want to read. After reading Empire of Silence I quickly realized how much I had been missing out on a great series. Book 2, Howling Dark, only further cemented that feeling as it is now one of my absolute favorite sci fi series, and it is in fact probably the best sci fi series you are not reading. <br /><br />Honestly, Howling Dark begins somewhat unusually. Even if you read this right after finishing Empire of Silence there is a good chance that you may start out a bit lost or confused. Did you miss a book, a short story, or novella that took place in between? No you didn't, but Howling Dark takes place after a somewhat significant time skip in the series. Some of that passes while characters are in ""space sleep"" traveling between worlds, but it's also clear some action has occurred off page and there are some new characters and relationships that the reader is unaware of but are not new to the characters. This didn't really bother me because I just assumed it was off page, and that as this story started I would get filled in on what I needed to know and that was the case. And it doesn't take long for this book's plot to start going picking up more or less where book 1 left off in terms of the mission Hadrian is on.<br /><br />Further discussion of plot elements would probably lead to spoilers so I'll avoid those while talking about what I loved about this book. First of all there is the writing. Typically, the writing in a book isn't something I notice very much unless it is particularly bad or particularly good. In this case I noticed it because the prose of Christopher Ruocchio is absolutely phenomenal. There are certain sentences crafted so well here I would just put the book down and stop for a moment to absorb them. I kept telling people I wish I was reading this as an ebook instead of a physical copy so I could have highlighted all of the phenomenal passages. I would put his writing on a level of the best authors of sci fi and fantasy. <br /><br />Besides the writing itself I was captivated by both this book's plot and themes. Whereas, Empire of Silence spent a lot of time establishing Hadrian as a character and showing us the trials and tribulations he went through to be where and what he is, Howling Dark really starts to be the real story beyond the character origins. We are introduced to many new story elements, characters, and new mysterious happenings that it really increased my investment in the story and world. As for the themes they really start to show through in Howling Dark as well. For starters, how likely is it for peace to even be possible between two warring races from such vastly different cultures that one of them doesn't even have a word for ""peace"" in their language only ""submission""? The answer is explored here and drives the story, and you get a sense of how we might be headed down the path where the series is destined to end. Of course there are other themes as well such as the nature of humanity, and what it means to live and die when there are beings 15,000 years old or more.<br /><br />Beyond the brain breaking stuff (which I love and of which there is plenty) there is also quite a bit of good popcorn action entertainment especially in the later 1/3 of the book. We get to see up close and personal what the frenzy of combat looks like in this universe and we get some pretty heart pounding sequences to show us. This isn't a book I would read for the action, but if you like that sort of thing along with the other stuff it's definitely here to keep the pages turning at the end.<br /><br />If I had one minor criticism it's that I still don't know if I'm sold on the main character of the series. I like him well enough, and I like reading what happens to and around him. However, as far as pure characterization goes I like a lot of the side characters quite a bit more. Seeing as this isn't as much of a character driven narrative I don't find this to really effect my enjoyment of the series.<br /><br />In the end if you like epic adventures, aliens, futuristic technologies, mysterious happenings, space travel, and great writing you owe it to yourself to check this series out. It deserves to have more eyeballs on it. It's a hidden gem among sci fi literature.",5
"Howling dark is an absolute work of art! It takes everything that was good in EoS and perfects it. The prose is top tier, the pacing is phenomenal and the story is fresh and constantly engaging. I was unable to predict any twists and I was constantly kept guessing. <br /><br />This is everything I wanted Red Rising to be. I wish I had read this sooner!!! There are no real critiques that I have for this story. If you give me a microphone and a soap box I will sing it’s praises to any who will listen. <br /><br />Christopher Ruocchio takes the prose and cadence style of Pat Rothfuss, the character depth of Robin Hobb and the action of Pierce brown and blends it into a tale that will delight readers for years to come. 5/5",5
